"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECEIVEsqrt"
"257",5050494,1991,0,6,18,5,0,0,10.5,11,0,0,0,0,0,0,1,0,0
"258",5140605,1992,7,4,16,4,0.2449,0.375,3,2.25,1,0,0,0,1,0,0,7,2.64575131106459
"259",5292155,1994,1,6,11,10,0,0.716,5,13.6,1,0,0,0,0,0,1,1,1
"260",4994455,1991,0,3,13,3,0,0,10.5,4.3333,0,0,0,1,0,0,0,0,0
"261",5405929,1995,0,1,16,1,0,0,10.5,3,0,1,0,0,0,0,0,0,0
"262",5129066,1992,5,2,15,2,0.32,0.5,5.2,10,1,0,1,0,0,0,0,5,2.23606797749979
"263",5011871,1991,1,1,8,3,0,0,4,4.6667,1,1,0,0,0,0,0,1,1
"264",5297511,1994,3,5,12,8,0.4444,0.449,3,11.875,1,0,0,0,0,1,0,3,1.73205080756888
"265",5005236,1991,4,6,9,6,0.375,0.4444,5.75,31.5,1,0,0,0,0,0,1,4,2
"266",4902007,1990,5,5,7,9,0,0.1975,6.8,6.8889,1,0,0,0,0,1,0,5,2.23606797749979
"267",5162327,1992,0,3,9,2,0,0,10.5,4.5,0,0,0,1,0,0,0,0,0
"268",5061961,1991,4,5,5,4,0.375,0,2.25,8.25,1,0,0,0,0,1,0,4,2
"269",5077382,1991,3,1,12,7,0.4444,0.7755,2.6667,15.1429,1,1,0,0,0,0,0,3,1.73205080756888
"270",5270514,1993,0,4,14,36,0,0.1574,10.5,9.4444,0,0,0,0,1,0,0,0,0
"271",4996814,1991,5,6,14,4,0,0.375,5.8,7.5,1,0,0,0,0,0,1,5,2.23606797749979
"272",5306024,1994,3,6,7,2,0,1,4,63,1,0,0,0,0,0,1,3,1.73205080756888
"273",5300293,1994,3,3,15,13,0.4444,0.6746,5,6.3077,1,0,0,1,0,0,0,3,1.73205080756888
"274",5079809,1992,1,5,1,7,0,0,4,25.7143,1,0,0,0,0,1,0,1,1
"275",5311384,1994,5,2,23,3,0.32,0,4.2,3.3333,1,0,1,0,0,0,0,5,2.23606797749979
"276",5414732,1995,5,2,8,1,0.32,0,1.8,8,1,0,1,0,0,0,0,5,2.23606797749979
"277",5398743,1995,0,5,31,10,0,0,10.5,33.9,0,0,0,0,0,1,0,0,0
"278",4999072,1991,4,1,6,10,0.75,0.56,6.25,26.7,1,1,0,0,0,0,0,4,2
"279",5462019,1995,3,6,1,8,0,0.32,2.6667,39.875,1,0,0,0,0,0,1,3,1.73205080756888
"280",4903700,1990,10,3,14,5,0.32,0,7.4,4.8,1,0,0,1,0,0,0,10,3.16227766016838
"281",5475457,1995,3,5,8,11,0.4444,0.4628,2,9.4545,1,0,0,0,0,1,0,3,1.73205080756888
"282",5409113,1995,2,6,15,17,0,0.5882,3,6.5294,1,0,0,0,0,0,1,2,1.4142135623731
"283",5074405,1991,3,5,2,0,0,1,1.6667,85.1429,1,0,0,0,0,1,0,3,1.73205080756888
"284",5168962,1992,6,5,8,4,0,0,4.3333,3,1,0,0,0,0,1,0,6,2.44948974278318
"285",5000898,1991,1,5,14,9,0,0.716,3,8.8889,1,0,0,0,0,1,0,1,1
"286",4941370,1990,2,5,6,8,0,0.375,6.5,5.75,1,0,0,0,0,1,0,2,1.4142135623731
"287",4962716,1990,7,5,6,3,0.4082,0,4,5.6667,1,0,0,0,0,1,0,7,2.64575131106459
"288",4910267,1990,4,1,7,6,0.625,0,5.75,8.5,1,1,0,0,0,0,0,4,2
"289",4995092,1991,1,2,9,5,0,0.64,1,4.6,1,0,1,0,0,0,0,1,1
"290",5456793,1995,1,1,11,15,0,0.7222,2,32.4667,1,1,0,0,0,0,0,1,1
"291",4962730,1990,4,6,16,7,0,0,3,5.5714,1,0,0,0,0,0,1,4,2
"292",4903833,1990,9,6,10,7,0.4938,0.64,4.4444,18.8571,1,0,0,0,0,0,1,9,3
"293",5079344,1992,2,1,3,0,0.5,1,5,85.1429,1,1,0,0,0,0,0,2,1.4142135623731
"294",5023490,1991,6,4,8,4,0.7222,0.625,5.8333,10,1,0,0,0,1,0,0,6,2.44948974278318
"295",5296524,1994,0,1,4,9,0,0.6173,10.5,10.1111,0,1,0,0,0,0,0,0,0
"296",5218960,1993,1,3,6,12,0,0.375,5,10.4167,1,0,0,1,0,0,0,1,1
"297",5376148,1994,0,1,12,0,0,1,10.5,85.1429,0,1,0,0,0,0,0,0,0
"298",5470737,1995,1,3,9,2,0,0,1,7.5,1,0,0,1,0,0,0,1,1
"299",5151947,1992,3,2,6,9,0.4444,0.5185,3,4.6667,1,0,1,0,0,0,0,3,1.73205080756888
"300",5256438,1993,1,6,11,12,0,0.1653,3,12.5833,1,0,0,0,0,0,1,1,1
"301",5390462,1995,2,6,20,6,0.5,0.5,7.5,8.1667,1,0,0,0,0,0,1,2,1.4142135623731
"302",5081905,1992,2,5,8,11,0.5,0.7654,6.5,14.7273,1,0,0,0,0,1,0,2,1.4142135623731
"303",5107605,1992,8,1,3,0,0.75,1,5,85.1429,1,1,0,0,0,0,0,8,2.82842712474619
"304",5414247,1995,2,4,18,15,0,0.4978,4,12.6,1,0,0,0,1,0,0,2,1.4142135623731
"305",5322924,1994,3,1,4,7,0.6667,0,6,7.4286,1,1,0,0,0,0,0,3,1.73205080756888
"306",5077983,1992,3,6,10,9,0.4444,0.1975,4.6667,5.2222,1,0,0,0,0,0,1,3,1.73205080756888
"307",5471074,1995,3,4,6,8,0.4444,0.4688,2.3333,12.375,1,0,0,0,1,0,0,3,1.73205080756888
"308",4959739,1990,3,2,6,6,0,0,1.6667,2.5,1,0,1,0,0,0,0,3,1.73205080756888
"309",5145343,1992,2,5,5,5,0.5,0.375,5.5,18,1,0,0,0,0,1,0,2,1.4142135623731
"310",4981452,1991,3,5,9,5,0,0,4.3333,15,1,0,0,0,0,1,0,3,1.73205080756888
"311",5190365,1993,3,4,8,2,0.6667,0,3.6667,3.5,1,0,0,0,1,0,0,3,1.73205080756888
"312",4890578,1990,3,6,11,7,0,0,5.6667,15.7143,1,0,0,0,0,0,1,3,1.73205080756888
"313",4954064,1990,2,5,7,9,0.5,0.5714,7,25.1111,1,0,0,0,0,1,0,2,1.4142135623731
"314",5034849,1991,0,4,14,4,0,0.5,10.5,28.5,0,0,0,0,1,0,0,0,0
"315",5466111,1995,1,5,15,10,0,0.42,1,10.1,1,0,0,0,0,1,0,1,1
"316",5256842,1993,0,4,5,3,0,0.6667,10.5,21,0,0,0,0,1,0,0,0,0
"317",5435504,1995,0,5,10,22,0,0.2037,10.5,20.4091,0,0,0,0,0,1,0,0,0
"318",5232165,1993,0,5,20,7,0,0.5,10.5,49,0,0,0,0,0,1,0,0,0
"319",5292998,1994,7,6,15,7,0,0,3,8.4286,1,0,0,0,0,0,1,7,2.64575131106459
"320",5254574,1993,0,3,6,2,0,0,10.5,4,0,0,0,1,0,0,0,0,0
"321",5416852,1995,0,2,8,7,0,0,10.5,3.7143,0,0,1,0,0,0,0,0,0
"322",5312707,1994,6,1,23,2,0.2778,0,2.6667,8,1,1,0,0,0,0,0,6,2.44948974278318
"323",5419737,1995,1,5,27,11,0,0,4,12.1818,1,0,0,0,0,1,0,1,1
"324",5181295,1993,2,1,15,1,0,0,6,4,1,1,0,0,0,0,0,2,1.4142135623731
"325",4945851,1990,1,5,29,11,0,0.7813,3,22.2727,1,0,0,0,0,1,0,1,1
"326",4973091,1990,10,6,23,5,0.54,0.4444,5.1,24.6,1,0,0,0,0,0,1,10,3.16227766016838
"327",4924625,1990,6,5,10,4,0,0,4.6667,8.5,1,0,0,0,0,1,0,6,2.44948974278318
"328",5273599,1993,3,1,2,3,0.4444,0,2.6667,19,1,1,0,0,0,0,0,3,1.73205080756888
"329",5288173,1994,2,6,6,4,0.5,0.375,3.5,4.75,1,0,0,0,0,0,1,2,1.4142135623731
"330",5040345,1991,6,6,5,3,0.2778,0.4444,3.5,12.6667,1,0,0,0,0,0,1,6,2.44948974278318
"331",4981156,1991,8,6,7,9,0.4063,0.5313,5.75,20.4444,1,0,0,0,0,0,1,8,2.82842712474619
"332",5205145,1993,2,5,6,2,0.5,0.5,2,16.5,1,0,0,0,0,1,0,2,1.4142135623731
"333",5160932,1992,1,2,8,10,0,0,7,15.3,1,0,1,0,0,0,0,1,1
"334",5048723,1991,9,1,10,12,0.5185,0.32,8.2222,40.8333,1,1,0,0,0,0,0,9,3
"335",4983360,1991,0,1,9,9,0,0.716,10.5,10.5556,0,1,0,0,0,0,0,0,0
"336",5097089,1992,1,1,23,5,0,0.32,2,12.4,1,1,0,0,0,0,0,1,1
"337",5106967,1992,4,1,12,18,0.5,0.7031,2.25,14.7778,1,1,0,0,0,0,0,4,2
"338",5047173,1991,2,1,1,1,0.5,0,2,3,1,1,0,0,0,0,0,2,1.4142135623731
"339",5189361,1993,2,4,9,10,0.5,0.68,3,12.9,1,0,0,0,1,0,0,2,1.4142135623731
"340",5035507,1991,2,4,10,4,0,0.375,4.5,2.75,1,0,0,0,1,0,0,2,1.4142135623731
"341",4896140,1990,3,2,6,2,0,0,3,16.5,1,0,1,0,0,0,0,3,1.73205080756888
"342",5151471,1992,5,1,7,4,0.56,0.625,4.8,8.25,1,1,0,0,0,0,0,5,2.23606797749979
"343",5407585,1995,3,1,18,6,0.6667,0.6111,3,14,1,1,0,0,0,0,0,3,1.73205080756888
"344",5060525,1991,2,4,21,6,0.5,0.375,7,20.5,1,0,0,0,1,0,0,2,1.4142135623731
"345",5031914,1991,5,6,2,5,0.48,0.64,3.8,11,1,0,0,0,0,0,1,5,2.23606797749979
"346",4937407,1990,8,4,11,8,0.2188,0.2188,4.125,13.5,1,0,0,0,1,0,0,8,2.82842712474619
"347",5372991,1994,2,4,4,0,0,1,2.5,85.1429,1,0,0,0,1,0,0,2,1.4142135623731
"348",5102978,1992,1,1,12,2,0,0.5,0,6.5,1,1,0,0,0,0,0,1,1
"349",5026952,1991,3,1,25,4,0.4444,0.625,5,16.25,1,1,0,0,0,0,0,3,1.73205080756888
"350",5107174,1992,1,4,9,10,0,0.32,5,7,1,0,0,0,1,0,0,1,1
"351",5074096,1991,3,6,15,12,0.4444,0.625,7,9.0833,1,0,0,0,0,0,1,3,1.73205080756888
"352",5468930,1995,2,4,6,7,0.5,0.6531,2.5,2.7143,1,0,0,0,1,0,0,2,1.4142135623731
"353",5422513,1995,7,4,8,11,0.6122,0.7769,2.5714,8.2727,1,0,0,0,1,0,0,7,2.64575131106459
"354",5349106,1994,1,1,15,5,0,0.75,3,15,1,1,0,0,0,0,0,1,1
"355",4932204,1990,7,4,14,12,0.2449,0.5417,4.2857,6.8333,1,0,0,0,1,0,0,7,2.64575131106459
"356",5409047,1995,2,5,13,11,0.5,0.4688,4,39.1818,1,0,0,0,0,1,0,2,1.4142135623731
"357",5115015,1992,5,1,22,4,0.72,0.625,4.6,8.75,1,1,0,0,0,0,0,5,2.23606797749979
"358",5444909,1995,5,5,2,5,0.56,0.56,2,7.8,1,0,0,0,0,1,0,5,2.23606797749979
"359",5221543,1993,2,6,21,20,0,0.18,5,11.8,1,0,0,0,0,0,1,2,1.4142135623731
"360",5155249,1992,1,1,14,9,0,0.6667,5,5.4444,1,1,0,0,0,0,0,1,1
"361",5122900,1992,2,5,11,4,0.5,0.625,2.5,9.5,1,0,0,0,0,1,0,2,1.4142135623731
"362",4980166,1990,0,3,20,2,0,0.5,10.5,8,0,0,0,1,0,0,0,0,0
"363",5350637,1994,3,6,18,15,0.6667,0.8367,3.3333,11.1333,1,0,0,0,0,0,1,3,1.73205080756888
"364",5111943,1992,3,6,31,12,0,0.7,1.6667,18.3333,1,0,0,0,0,0,1,3,1.73205080756888
"365",4906515,1990,4,6,5,3,0.625,0.6667,3.5,11.6667,1,0,0,0,0,0,1,4,2
"366",5263529,1993,8,6,15,14,0.75,0.6806,3.375,13.7143,1,0,0,0,0,0,1,8,2.82842712474619
"367",4974628,1990,4,6,23,12,0.375,0.1975,4.75,21.25,1,0,0,0,0,0,1,4,2
"368",5358056,1994,2,6,4,11,0,0.18,2,21,1,0,0,0,0,0,1,2,1.4142135623731
"369",5116721,1992,7,1,15,9,0.4082,0.1975,4.1429,2.4444,1,1,0,0,0,0,0,7,2.64575131106459
"370",5179788,1993,0,6,6,4,0,0,10.5,29.5,0,0,0,0,0,0,1,0,0
"371",5142571,1992,6,2,16,2,0.2778,0,3.8333,4.5,1,0,1,0,0,0,0,6,2.44948974278318
"372",5059366,1991,4,5,10,14,0.625,0.5917,1.5,8.5,1,0,0,0,0,1,0,4,2
"373",5265516,1993,5,6,15,7,0.48,0.6122,4.8,7.5714,1,0,0,0,0,0,1,5,2.23606797749979
"374",5016605,1991,4,6,4,5,0.625,0.375,4.75,14,1,0,0,0,0,0,1,4,2
"375",5302004,1994,0,6,16,11,0,0.56,10.5,12.4545,0,0,0,0,0,0,1,0,0
"376",5361549,1994,0,6,24,19,0,0.716,10.5,20.8947,0,0,0,0,0,0,1,0,0
"377",5267921,1993,2,5,6,3,0,0,5,4,1,0,0,0,0,1,0,2,1.4142135623731
"378",5399300,1995,2,1,3,9,0.5,0.4063,3,13.6667,1,1,0,0,0,0,0,2,1.4142135623731
"379",5155811,1992,5,2,16,5,0.56,0.56,4.2,6,1,0,1,0,0,0,0,5,2.23606797749979
"380",5273961,1993,5,3,10,2,0.32,0,3.2,1,1,0,0,1,0,0,0,5,2.23606797749979
"381",5081666,1992,5,2,3,1,0.72,0,3.2,4,1,0,1,0,0,0,0,5,2.23606797749979
"382",5360184,1994,1,5,25,3,0,0,4,17.6667,1,0,0,0,0,1,0,1,1
"383",5185012,1993,7,5,35,9,0.5714,0.1975,5.1429,14.6667,1,0,0,0,0,1,0,7,2.64575131106459
"384",5374284,1994,0,3,15,3,0,0,10.5,13,0,0,0,1,0,0,0,0,0
"385",5302023,1994,0,4,20,7,0,0.625,10.5,26,0,0,0,0,1,0,0,0,0
"386",5218107,1993,4,1,14,16,0.625,0.6875,2,11.5625,1,1,0,0,0,0,0,4,2
"387",4913627,1990,8,5,10,8,0.5313,0,2.75,2.625,1,0,0,0,0,1,0,8,2.82842712474619
"388",5096468,1992,3,1,10,16,0.4444,0.8281,3.3333,13.125,1,1,0,0,0,0,0,3,1.73205080756888
"389",5025320,1991,1,4,12,6,0,0.32,3,14.1667,1,0,0,0,1,0,0,1,1
"390",4920409,1990,9,4,25,6,0.7654,0.5,5.8889,11,1,0,0,0,1,0,0,9,3
"391",5296912,1994,0,4,19,3,0,0,10.5,6.3333,0,0,0,0,1,0,0,0,0
"392",5284395,1994,0,5,4,4,0,0,10.5,54.25,0,0,0,0,0,1,0,0,0
"393",5427022,1995,1,5,4,29,0,0.8195,4,22.3103,1,0,0,0,0,1,0,1,1
"394",5179332,1993,1,4,12,10,0,0.18,5,4.9,1,0,0,0,1,0,0,1,1
"395",5030500,1991,10,6,6,3,0.76,0,5.4,6.6667,1,0,0,0,0,0,1,10,3.16227766016838
"396",4985344,1991,8,1,20,12,0.4063,0,3.125,13.1667,1,1,0,0,0,0,0,8,2.82842712474619
"397",4906465,1990,6,3,12,6,0.6667,0.7778,4.1667,3.8333,1,0,0,1,0,0,0,6,2.44948974278318
"398",5349498,1994,7,4,7,7,0.4898,0.4082,3.8571,6.7143,1,0,0,0,1,0,0,7,2.64575131106459
"399",4920557,1990,9,2,9,6,0,0.4444,4.1111,3.8333,1,0,1,0,0,0,0,9,3
"400",4951488,1990,1,6,1,17,0,0.32,7,39.1765,1,0,0,0,0,0,1,1,1
"401",5107809,1992,2,5,10,5,0,0,5,4.6,1,0,0,0,0,1,0,2,1.4142135623731
"402",5015509,1991,1,1,13,12,0,0.82,1,19.5,1,1,0,0,0,0,0,1,1
"403",5306108,1994,1,5,13,4,0,0.375,3,4.5,1,0,0,0,0,1,0,1,1
"404",5260206,1993,1,3,2,7,0,0.449,1,5.4286,1,0,0,1,0,0,0,1,1
"405",4920855,1990,0,5,4,6,0,0.4444,10.5,27.5,0,0,0,0,0,1,0,0,0
"406",5212932,1993,2,6,12,7,0,0,1,18.5714,1,0,0,0,0,0,1,2,1.4142135623731
"407",5086846,1992,3,6,10,10,0.4444,0.4444,4.3333,27.5,1,0,0,0,0,0,1,3,1.73205080756888
"408",5240833,1993,3,3,2,1,0.6667,0,4.6667,4,1,0,0,1,0,0,0,3,1.73205080756888
"409",5183688,1993,4,1,5,3,0.375,0.6667,4.25,13,1,1,0,0,0,0,0,4,2
"410",5013600,1991,1,6,4,4,0,0.625,7,15,1,0,0,0,0,0,1,1,1
"411",5397054,1995,4,5,15,5,0.375,0.48,2.75,15.8,1,0,0,0,0,1,0,4,2
"412",5100677,1992,3,3,23,1,0,0,6.6667,16,1,0,0,1,0,0,0,3,1.73205080756888
"413",5172761,1992,3,6,4,5,0.4444,0,4.3333,24.8,1,0,0,0,0,0,1,3,1.73205080756888
"414",4925955,1990,1,1,1,4,0,0.375,3,4.25,1,1,0,0,0,0,0,1,1
"415",5435378,1995,2,6,11,17,0.5,0.75,3,27.4706,1,0,0,0,0,0,1,2,1.4142135623731
"416",4925550,1990,0,1,13,5,0,0.375,10.5,34,0,1,0,0,0,0,0,0,0
"417",5313352,1994,8,2,16,2,0.2188,0.5,4.125,6,1,0,1,0,0,0,0,8,2.82842712474619
"418",5463304,1995,3,4,14,9,0,0.5,1.6667,21.8889,1,0,0,0,1,0,0,3,1.73205080756888
"419",5280979,1994,6,5,12,10,0,0.68,4.1667,7.4,1,0,0,0,0,1,0,6,2.44948974278318
"420",5030878,1991,1,4,10,11,0,0.4063,8,25,1,0,0,0,1,0,0,1,1
"421",5006835,1991,3,2,6,9,0.4444,0.7654,3,5.2222,1,0,1,0,0,0,0,3,1.73205080756888
"422",5388200,1995,10,2,26,1,0.46,0,4,3,1,0,1,0,0,0,0,10,3.16227766016838
"423",5287489,1994,4,2,9,3,0.75,0.4444,4.5,8.3333,1,0,1,0,0,0,0,4,2
"424",5088341,1992,0,5,12,13,0,0.7769,10.5,18.0769,0,0,0,0,0,1,0,0,0
"425",5406101,1995,1,4,5,4,0,0.5,2,17,1,0,0,0,1,0,0,1,1
"426",5028958,1991,0,5,17,4,0,0,10.5,9,0,0,0,0,0,1,0,0,0
"427",5128681,1992,1,2,11,3,0,0.4444,2,5,1,0,1,0,0,0,0,1,1
"428",5232465,1993,0,6,9,2,0,0,10.5,13,0,0,0,0,0,0,1,0,0
"429",5232478,1993,4,1,7,20,0.375,0.2825,4.75,12.75,1,1,0,0,0,0,0,4,2
"430",5308372,1994,1,1,5,37,0,0.5799,5,24.1081,1,1,0,0,0,0,0,1,1
"431",5463034,1995,0,1,5,6,0,0.5,10.5,11.8333,0,1,0,0,0,0,0,0,0
"432",5093769,1992,9,4,11,21,0,0.1769,2.8889,13.0952,1,0,0,0,1,0,0,9,3
"433",5223171,1993,5,1,9,9,0.56,0.8395,4.8,13.4444,1,1,0,0,0,0,0,5,2.23606797749979
"434",5305938,1994,1,5,12,17,0,0.7378,5,20.5294,1,0,0,0,0,1,0,1,1
"435",5250708,1993,7,1,30,17,0.6122,0.5536,5,10.2353,1,1,0,0,0,0,0,7,2.64575131106459
"436",4971123,1990,0,5,12,8,0,0,10.5,44.125,0,0,0,0,0,1,0,0,0
"437",5324471,1994,2,5,10,37,0.5,0.5888,6,28.8649,1,0,0,0,0,1,0,2,1.4142135623731
"438",5271286,1993,1,5,6,14,0,0.8367,3,5.5,1,0,0,0,0,1,0,1,1
"439",5267618,1993,3,6,18,5,0.6667,0,4.6667,27.8,1,0,0,0,0,0,1,3,1.73205080756888
"440",5461462,1995,1,5,19,5,0,0.32,1,2.6,1,0,0,0,0,1,0,1,1
"441",5185164,1993,1,6,4,5,0,0.32,6,7.6,1,0,0,0,0,0,1,1,1
"442",5047652,1991,9,4,24,12,0.5185,0,5,14.75,1,0,0,0,1,0,0,9,3
"443",4950551,1990,0,6,3,0,0,1,10.5,85.1429,0,0,0,0,0,0,1,0,0
"444",5320587,1994,1,5,5,9,0,0.7813,3,19.8889,1,0,0,0,0,1,0,1,1
"445",5433908,1995,0,5,7,8,0,0.5313,10.5,7,0,0,0,0,0,1,0,0,0
"446",5224042,1993,1,2,2,11,0,0.1653,4,4.2727,1,0,1,0,0,0,0,1,1
"447",5112390,1992,4,5,22,8,0,0.2188,5.25,14.125,1,0,0,0,0,1,0,4,2
"448",5443050,1995,8,5,32,7,0.4063,0.2449,3.375,6.5714,1,0,0,0,0,1,0,8,2.82842712474619
"449",5381586,1995,1,5,27,3,0,0.6667,2,9,1,0,0,0,0,1,0,1,1
"450",5102772,1992,5,1,14,2,0.64,0.5,5.8,9,1,1,0,0,0,0,0,5,2.23606797749979
"451",5146546,1992,4,2,27,1,0.625,0,2.75,3,1,0,1,0,0,0,0,4,2
"452",5456999,1995,3,1,7,9,0.4444,0,3.6667,16.3333,1,1,0,0,0,0,0,3,1.73205080756888
"453",5338073,1994,3,6,6,10,0,0.1975,4,8,1,0,0,0,0,0,1,3,1.73205080756888
"454",5125863,1992,3,6,14,9,0.4444,0.375,4.3333,35.7778,1,0,0,0,0,0,1,3,1.73205080756888
"455",4981344,1991,4,5,18,4,0,0,4.25,7.75,1,0,0,0,0,1,0,4,2
"456",5355659,1994,5,6,4,8,0,0.5714,1.6,18.125,1,0,0,0,0,0,1,5,2.23606797749979
"457",5173724,1992,1,3,19,2,0,0,5,6,1,0,0,1,0,0,0,1,1
"458",5425270,1995,3,4,25,8,0.6667,0.6939,1.6667,9.875,1,0,0,0,1,0,0,3,1.73205080756888
"459",5368277,1994,1,5,3,16,0,0,3,31.4375,1,0,0,0,0,1,0,1,1
"460",5286712,1994,1,4,12,3,0,0.4444,5,7,1,0,0,0,1,0,0,1,1
"461",5014827,1991,1,5,2,3,0,0.4444,6,6.6667,1,0,0,0,0,1,0,1,1
"462",5401978,1995,0,4,9,7,0,0.7347,10.5,4.8571,0,0,0,0,1,0,0,0,0
"463",5371769,1994,1,4,12,14,0,0,1,13.5,1,0,0,0,1,0,0,1,1
"464",4986873,1991,7,1,2,11,0.2449,0.5455,2.8571,7,1,1,0,0,0,0,0,7,2.64575131106459
"465",5340706,1994,1,1,15,5,0,0,3,2.6,1,1,0,0,0,0,0,1,1
"466",5273906,1993,0,1,12,7,0,0.56,10.5,21.1429,0,1,0,0,0,0,0,0,0
"467",5306446,1994,1,5,17,6,0,0.5,2,2.6667,1,0,0,0,0,1,0,1,1
"468",5331424,1994,4,2,7,2,0.375,0.5,3.25,3.5,1,0,1,0,0,0,0,4,2
"469",5241974,1993,5,6,3,11,0.48,0.562,3.6,13.4545,1,0,0,0,0,0,1,5,2.23606797749979
"470",5257477,1993,1,5,8,10,0,0.2778,3,25.7,1,0,0,0,0,1,0,1,1
"471",5426452,1995,1,2,5,10,0,0.32,0,5.9,1,0,1,0,0,0,0,1,1
"472",5434292,1995,4,1,23,0,0.375,1,2.25,85.1429,1,1,0,0,0,0,0,4,2
"473",5114066,1992,4,5,17,4,0.375,0,5.75,10.75,1,0,0,0,0,1,0,4,2
"474",5293353,1994,1,2,20,7,0,0.6122,2,7.5714,1,0,1,0,0,0,0,1,1
"475",5465809,1995,3,6,15,11,0.4444,0.34,2.6667,10.6364,1,0,0,0,0,0,1,3,1.73205080756888
"476",5471514,1995,0,4,8,9,0,0.1975,10.5,3.2222,0,0,0,0,1,0,0,0,0
"477",5317376,1994,0,4,38,9,0,0.4938,10.5,10.1111,0,0,0,0,1,0,0,0,0
"478",5410864,1995,1,6,29,10,0,0.2778,2,34.6,1,0,0,0,0,0,1,1,1
"479",4990135,1991,2,3,19,23,0,0.3457,2.5,37.1739,1,0,0,1,0,0,0,2,1.4142135623731
"480",5173006,1992,1,6,12,7,0,0.6939,6,13.2857,1,0,0,0,0,0,1,1,1
"481",5175109,1992,6,1,3,17,0,0.8166,3.5,9.8235,1,1,0,0,0,0,0,6,2.44948974278318
"482",5304598,1994,0,1,2,6,0,0.2778,10.5,14.6667,0,1,0,0,0,0,0,0,0
"483",5243425,1993,6,4,17,5,0,0,4.3333,14.2,1,0,0,0,1,0,0,6,2.44948974278318
"484",5032920,1991,0,4,8,6,0,0.2778,10.5,4,0,0,0,0,1,0,0,0,0
"485",4895534,1990,1,4,21,7,0,0.4082,0,9.2857,1,0,0,0,1,0,0,1,1
"486",5435783,1995,4,5,6,0,0.5,1,2.5,85.1429,1,0,0,0,0,1,0,4,2
"487",5287275,1994,7,2,18,4,0.7347,0,6,8.25,1,0,1,0,0,0,0,7,2.64575131106459
"488",5063904,1991,3,5,10,0,0.4444,1,4.3333,85.1429,1,0,0,0,0,1,0,3,1.73205080756888
"489",5065059,1991,1,4,43,13,0,0.6,4,18.6154,1,0,0,0,1,0,0,1,1
"490",5195926,1993,0,5,9,5,0,0.4444,10.5,23.6,0,0,0,0,0,1,0,0,0
"491",5313876,1994,7,6,8,11,0.6122,0.6563,4.4286,22.1818,1,0,0,0,0,0,1,7,2.64575131106459
"492",5037323,1991,8,4,16,9,0,0,3.25,11.8889,1,0,0,0,1,0,0,8,2.82842712474619
"493",5155112,1992,3,3,20,2,0.4444,0,2.3333,3.5,1,0,0,1,0,0,0,3,1.73205080756888
"494",4944698,1990,9,4,23,3,0.1975,0,4.2222,6,1,0,0,0,1,0,0,9,3
"495",5173388,1992,2,1,6,3,0,0.4444,5,3,1,1,0,0,0,0,0,2,1.4142135623731
"496",5224804,1993,1,5,4,6,0,0,3,27,1,0,0,0,0,1,0,1,1
"497",5042283,1991,0,5,2,3,0,0,10.5,31,0,0,0,0,0,1,0,0,0
"498",4987366,1991,1,4,5,4,0,0.625,7,6,1,0,0,0,1,0,0,1,1
"499",4902672,1990,2,1,4,3,0,0.4444,7,12.6667,1,1,0,0,0,0,0,2,1.4142135623731
"500",5170785,1992,2,3,9,9,0.5,0.1975,4.5,6.6667,1,0,0,1,0,0,0,2,1.4142135623731
"501",5400858,1995,4,6,6,19,0.625,0.2722,2.75,31.3684,1,0,0,0,0,0,1,4,2
"502",5371105,1994,0,3,3,6,0,0.7222,10.5,13.1667,0,0,0,1,0,0,0,0,0
"503",5258872,1993,3,5,9,5,0,0.32,2.3333,3.8,1,0,0,0,0,1,0,3,1.73205080756888
"504",5287745,1994,2,4,3,5,0,0,4,4.8,1,0,0,0,1,0,0,2,1.4142135623731
"505",4976074,1990,0,6,30,7,0,0.32,10.5,21.8571,0,0,0,0,0,0,1,0,0
"506",5220175,1993,3,4,21,8,0.4444,0.5,5.3333,16.125,1,0,0,0,1,0,0,3,1.73205080756888
"507",5267815,1993,4,6,16,4,0.625,0.6667,4.25,17.75,1,0,0,0,0,0,1,4,2
"508",5020519,1991,10,3,7,12,0,0.1528,4.1,8.3333,1,0,0,1,0,0,0,10,3.16227766016838
"509",5031362,1991,4,5,5,4,0,0,3.5,11.5,1,0,0,0,0,1,0,4,2
"510",4933498,1990,0,1,17,0,0,1,10.5,85.1429,0,1,0,0,0,0,0,0,0
"511",5050814,1991,4,5,6,2,0,0,4,5.5,1,0,0,0,0,1,0,4,2
"512",5440457,1995,0,4,12,7,0,0.2449,10.5,4.2857,0,0,0,0,1,0,0,0,0
"513",5150568,1992,0,4,25,4,0,0,10.5,20.5,0,0,0,0,1,0,0,0,0
"514",4971300,1990,6,5,7,3,0.2778,0.4444,3,4.6667,1,0,0,0,0,1,0,6,2.44948974278318
"515",5227187,1993,1,6,10,3,0,0,3,25,1,0,0,0,0,0,1,1,1
"516",5136738,1992,2,6,4,9,0.5,0.449,3.5,22.3333,1,0,0,0,0,0,1,2,1.4142135623731
"517",5289681,1994,2,4,10,6,0.5,0.6667,6,15,1,0,0,0,1,0,0,2,1.4142135623731
